name,group,year,value,subGroup,city_id,lastValue,lat,lon
Agra,India,1623,453.571428571429,India,Agra - India,457.142857142857,27.18333,78.01667
Agra,India,1624,450,India,Agra - India,453.571428571429,27.18333,78.01667
Agra,India,1625,446.428571428571,India,Agra - India,450,27.18333,78.01667
Agra,India,1626,442.857142857143,India,Agra - India,446.428571428571,27.18333,78.01667
Agra,India,1627,439.285714285714,India,Agra - India,442.857142857143,27.18333,78.01667
Agra,India,1628,435.714285714286,India,Agra - India,439.285714285714,27.18333,78.01667
Agra,India,1629,432.142857142857,India,Agra - India,435.714285714286,27.18333,78.01667
Agra,India,1630,428.571428571429,India,Agra - India,432.142857142857,27.18333,78.01667
Agra,India,1631,425,India,Agra - India,428.571428571429,27.18333,78.01667
Agra,India,1632,421.428571428571,India,Agra - India,425,27.18333,78.01667
Agra,India,1633,417.857142857143,India,Agra - India,421.428571428571,27.18333,78.01667
Agra,India,1634,414.285714285714,India,Agra - India,417.857142857143,27.18333,78.01667
Agra,India,1635,410.714285714286,India,Agra - India,414.285714285714,27.18333,78.01667
Agra,India,1636,407.142857142857,India,Agra - India,410.714285714286,27.18333,78.01667
Agra,India,1637,403.571428571429,India,Agra - India,407.142857142857,27.18333,78.01667
Agra,India,1638,400,India,Agra - India,403.571428571429,27.18333,78.01667
Agra,India,1639,376.666666666667,India,Agra - India,400,27.18333,78.01667
Agra,India,1640,353.333333333333,India,Agra - India,376.666666666667,27.18333,78.01667
Agra,India,1641,330,India,Agra - India,353.333333333333,27.18333,78.01667
Agra,India,1642,306.666666666667,India,Agra - India,330,27.18333,78.01667
Agra,India,1643,283.333333333333,India,Agra - India,306.666666666667,27.18333,78.01667
Ahmedabad,India,1573,163,India,Ahmedabad - India,163,23.039568,72.566004
Ahmedabad,India,1574,164,India,Ahmedabad - India,163,23.039568,72.566004
Ahmedabad,India,1579,171.666666666667,India,Ahmedabad - India,164,23.039568,72.566004
Ahmedabad,India,1580,173.333333333333,India,Ahmedabad - India,171.666666666667,23.039568,72.566004
Ahmedabad,India,1581,175,India,Ahmedabad - India,173.333333333333,23.039568,72.566004
Ahmedabad,India,1582,176.666666666667,India,Ahmedabad - India,175,23.039568,72.566004
Ahmedabad,India,1583,178.333333333333,India,Ahmedabad - India,176.666666666667,23.039568,72.566004
Ahmedabad,India,1584,180,India,Ahmedabad - India,178.333333333333,23.039568,72.566004
Ahmedabad,India,1585,180,India,Ahmedabad - India,180,23.039568,72.566004
Ahmedabad,India,1586,180,India,Ahmedabad - India,180,23.039568,72.566004
Ahmedabad,India,1587,180,India,Ahmedabad - India,180,23.039568,72.566004
Ahmedabad,India,1588,180,India,Ahmedabad - India,180,23.039568,72.566004
Ahmedabad,India,1589,180,India,Ahmedabad - India,180,23.039568,72.566004
Ahmedabad,India,1590,180,India,Ahmedabad - India,180,23.039568,72.566004
Ahmedabad,India,1591,180,India,Ahmedabad - India,180,23.039568,72.566004
Ahmedabad,India,1592,180,India,Ahmedabad - India,180,23.039568,72.566004
Ahmedabad,India,1593,180,India,Ahmedabad - India,180,23.039568,72.566004
Ahmedabad,India,1594,180,India,Ahmedabad - India,180,23.039568,72.566004
Ahmedabad,India,1595,180,India,Ahmedabad - India,180,23.039568,72.566004
Ahmedabad,India,1596,180,India,Ahmedabad - India,180,23.039568,72.566004
Ahmedabad,India,1597,182.5,India,Ahmedabad - India,180,23.039568,72.566004
Ahmedabad,India,1598,185,India,Ahmedabad - India,182.5,23.039568,72.566004
Ahmedabad,India,1599,187.5,India,Ahmedabad - India,185,23.039568,72.566004
Ahmedabad,India,1600,190,India,Ahmedabad - India,187.5,23.039568,72.566004
Ahmedabad,India,1601,192,India,Ahmedabad - India,190,23.039568,72.566004
Ahmedabad,India,1602,194,India,Ahmedabad - India,192,23.039568,72.566004
Ahmedabad,India,1603,196,India,Ahmedabad - India,194,23.039568,72.566004
Ahmedabad,India,1604,198,India,Ahmedabad - India,196,23.039568,72.566004
Ahmedabad,India,1605,200,India,Ahmedabad - India,198,23.039568,72.566004
Ahmedabad,India,1606,202,India,Ahmedabad - India,200,23.039568,72.566004
Ahmedabad,India,1607,204,India,Ahmedabad - India,202,23.039568,72.566004
Ahmedabad,India,1608,206,India,Ahmedabad - India,204,23.039568,72.566004
Ahmedabad,India,1609,208,India,Ahmedabad - India,206,23.039568,72.566004
Ahmedabad,India,1610,210,India,Ahmedabad - India,208,23.039568,72.566004
Ahmedabad,India,1611,212,India,Ahmedabad - India,210,23.039568,72.566004
Ahmedabad,India,1612,214,India,Ahmedabad - India,212,23.039568,72.566004
Ahmedabad,India,1613,216,India,Ahmedabad - India,214,23.039568,72.566004
Ahmedabad,India,1614,218,India,Ahmedabad - India,216,23.039568,72.566004
Ahmedabad,India,1615,220,India,Ahmedabad - India,218,23.039568,72.566004
Ahmedabad,India,1616,222,India,Ahmedabad - India,220,23.039568,72.566004
Ahmedabad,India,1617,224,India,Ahmedabad - India,222,23.039568,72.566004
Ahmedabad,India,1629,248,India,Ahmedabad - India,224,23.039568,72.566004
Ahmedabad,India,1630,250,India,Ahmedabad - India,248,23.039568,72.566004
Ahmedabad,India,1631,252,India,Ahmedabad - India,250,23.039568,72.566004
Ahmedabad,India,1632,254,India,Ahmedabad - India,252,23.039568,72.566004
Ahmedabad,India,1633,256,India,Ahmedabad - India,254,23.039568,72.566004
Ahmedabad,India,1634,258,India,Ahmedabad - India,256,23.039568,72.566004
Ahmedabad,India,1635,260,India,Ahmedabad - India,258,23.039568,72.566004
Ahmedabad,India,1636,262,India,Ahmedabad - India,260,23.039568,72.566004
Ahmedabad,India,1637,264,India,Ahmedabad - India,262,23.039568,72.566004
Ahmedabad,India,1638,266,India,Ahmedabad - India,264,23.039568,72.566004
Ahmedabad,India,1639,266.75,India,Ahmedabad - India,266,23.039568,72.566004
Ahmedabad,India,1640,267.5,India,Ahmedabad - India,266.75,23.039568,72.566004
Ahmedabad,India,1641,268.25,India,Ahmedabad - India,267.5,23.039568,72.566004
Ahmedabad,India,1642,269,India,Ahmedabad - India,268.25,23.039568,72.566004
Ahmedabad,India,1643,269.75,India,Ahmedabad - India,269,23.039568,72.566004
Ahmedabad,India,1644,270.5,India,Ahmedabad - India,269.75,23.039568,72.566004
Ahmedabad,India,1645,271.25,India,Ahmedabad - India,270.5,23.039568,72.566004
Ahmedabad,India,1646,272,India,Ahmedabad - India,271.25,23.039568,72.566004
Ahmedabad,India,1647,272.75,India,Ahmedabad - India,272,23.039568,72.566004
Ahmedabad,India,1648,273.5,India,Ahmedabad - India,272.75,23.039568,72.566004
Ahmedabad,India,1649,274.25,India,Ahmedabad - India,273.5,23.039568,72.566004
Ahmedabad,India,1650,275,India,Ahmedabad - India,274.25,23.039568,72.566004
Ahmedabad,India,1651,277.2,India,Ahmedabad - India,275,23.039568,72.566004
Ahmedabad,India,1652,279.4,India,Ahmedabad - India,277.2,23.039568,72.566004
Ahmedabad,India,1653,281.6,India,Ahmedabad - India,279.4,23.039568,72.566004
Ahmedabad,India,1654,283.8,India,Ahmedabad - India,281.6,23.039568,72.566004
Ahmedabad,India,1655,286,India,Ahmedabad - India,283.8,23.039568,72.566004
Ahmedabad,India,1656,288.2,India,Ahmedabad - India,286,23.039568,72.566004
Ahmedabad,India,1657,290.4,India,Ahmedabad - India,288.2,23.039568,72.566004
Ahmedabad,India,1658,292.6,India,Ahmedabad - India,290.4,23.039568,72.566004
Ahmedabad,India,1659,294.8,India,Ahmedabad - India,292.6,23.039568,72.566004
Ahmedabad,India,1660,297,India,Ahmedabad - India,294.8,23.039568,72.566004
Ahmedabad,India,1661,299.2,India,Ahmedabad - India,297,23.039568,72.566004
Ahmedabad,India,1662,301.4,India,Ahmedabad - India,299.2,23.039568,72.566004
Ahmedabad,India,1663,303.6,India,Ahmedabad - India,301.4,23.039568,72.566004
Ahmedabad,India,1664,305.8,India,Ahmedabad - India,303.6,23.039568,72.566004
Ahmedabad,India,1665,308,India,Ahmedabad - India,305.8,23.039568,72.566004
Ahmedabad,India,1666,310.2,India,Ahmedabad - India,308,23.039568,72.566004
Ahmedabad,India,1667,312.4,India,Ahmedabad - India,310.2,23.039568,72.566004
Ahmedabad,India,1668,314.6,India,Ahmedabad - India,312.4,23.039568,72.566004
Ahmedabad,India,1669,316.8,India,Ahmedabad - India,314.6,23.039568,72.566004
Ahmedabad,India,1670,319,India,Ahmedabad - India,316.8,23.039568,72.566004
Ahmedabad,India,1671,321.2,India,Ahmedabad - India,319,23.039568,72.566004
Ahmedabad,India,1672,323.4,India,Ahmedabad - India,321.2,23.039568,72.566004
Ahmedabad,India,1673,325.6,India,Ahmedabad - India,323.4,23.039568,72.566004
Ahmedabad,India,1674,327.8,India,Ahmedabad - India,325.6,23.039568,72.566004
Ahmedabad,India,1675,330,India,Ahmedabad - India,327.8,23.039568,72.566004
Ahmedabad,India,1676,332.2,India,Ahmedabad - India,330,23.039568,72.566004
Ahmedabad,India,1677,334.4,India,Ahmedabad - India,332.2,23.039568,72.566004
Ahmedabad,India,1678,336.6,India,Ahmedabad - India,334.4,23.039568,72.566004
Ahmedabad,India,1679,338.8,India,Ahmedabad - India,336.6,23.039568,72.566004
Ahmedabad,India,1680,341,India,Ahmedabad - India,338.8,23.039568,72.566004
Ahmedabad,India,1681,343.2,India,Ahmedabad - India,341,23.039568,72.566004
Ahmedabad,India,1682,345.4,India,Ahmedabad - India,343.2,23.039568,72.566004
Ahmedabad,India,1683,347.6,India,Ahmedabad - India,345.4,23.039568,72.566004
Ahmedabad,India,1684,349.8,India,Ahmedabad - India,347.6,23.039568,72.566004
Ahmedabad,India,1685,352,India,Ahmedabad - India,349.8,23.039568,72.566004
Ahmedabad,India,1686,354.2,India,Ahmedabad - India,352,23.039568,72.566004
Ahmedabad,India,1687,356.4,India,Ahmedabad - India,354.2,23.039568,72.566004
Ahmedabad,India,1688,358.6,India,Ahmedabad - India,356.4,23.039568,72.566004
Ahmedabad,India,1689,360.8,India,Ahmedabad - India,358.6,23.039568,72.566004
Ahmedabad,India,1690,363,India,Ahmedabad - India,360.8,23.039568,72.566004
Ahmedabad,India,1691,365.2,India,Ahmedabad - India,363,23.039568,72.566004
Ahmedabad,India,1692,367.4,India,Ahmedabad - India,365.2,23.039568,72.566004
Ahmedabad,India,1693,369.6,India,Ahmedabad - India,367.4,23.039568,72.566004
Ahmedabad,India,1694,371.8,India,Ahmedabad - India,369.6,23.039568,72.566004
Ahmedabad,India,1695,374,India,Ahmedabad - India,371.8,23.039568,72.566004
Ahmedabad,India,1696,376.2,India,Ahmedabad - India,374,23.039568,72.566004
Ahmedabad,India,1697,378.4,India,Ahmedabad - India,376.2,23.039568,72.566004
Ahmedabad,India,1698,380.6,India,Ahmedabad - India,378.4,23.039568,72.566004
Ahmedabad,India,1699,382.8,India,Ahmedabad - India,380.6,23.039568,72.566004
Ahmedabad,India,1700,385,India,Ahmedabad - India,382.8,23.039568,72.566004
Ahmedabad,India,1701,379.32,India,Ahmedabad - India,385,23.039568,72.566004
Ahmedabad,India,1702,373.64,India,Ahmedabad - India,379.32,23.039568,72.566004
Ahmedabad,India,1703,367.96,India,Ahmedabad - India,373.64,23.039568,72.566004
Ahmedabad,India,1704,362.28,India,Ahmedabad - India,367.96,23.039568,72.566004
Ahmedabad,India,1705,356.6,India,Ahmedabad - India,362.28,23.039568,72.566004
Ahmedabad,India,1706,350.92,India,Ahmedabad - India,356.6,23.039568,72.566004
Ahmedabad,India,1707,345.24,India,Ahmedabad - India,350.92,23.039568,72.566004
Ahmedabad,India,1708,339.56,India,Ahmedabad - India,345.24,23.039568,72.566004
Ahmedabad,India,1709,333.88,India,Ahmedabad - India,339.56,23.039568,72.566004
Ahmedabad,India,1710,328.2,India,Ahmedabad - India,333.88,23.039568,72.566004
Ahmedabad,India,1711,322.52,India,Ahmedabad - India,328.2,23.039568,72.566004
Ahmedabad,India,1712,316.84,India,Ahmedabad - India,322.52,23.039568,72.566004
Ahmedabad,India,1713,311.16,India,Ahmedabad - India,316.84,23.039568,72.566004
Ahmedabad,India,1714,305.48,India,Ahmedabad - India,311.16,23.039568,72.566004
Ahmedabad,India,1715,299.8,India,Ahmedabad - India,305.48,23.039568,72.566004
Ahmedabad,India,1716,294.12,India,Ahmedabad - India,299.8,23.039568,72.566004
Ahmedabad,India,1717,288.44,India,Ahmedabad - India,294.12,23.039568,72.566004
Ahmedabad,India,1718,282.76,India,Ahmedabad - India,288.44,23.039568,72.566004
Ahmedabad,India,1719,277.08,India,Ahmedabad - India,282.76,23.039568,72.566004
Ahmedabad,India,1720,271.4,India,Ahmedabad - India,277.08,23.039568,72.566004
Ahmedabad,India,1721,265.72,India,Ahmedabad - India,271.4,23.039568,72.566004
Ahmedabad,India,1722,260.04,India,Ahmedabad - India,265.72,23.039568,72.566004
Ahmedabad,India,1723,254.36,India,Ahmedabad - India,260.04,23.039568,72.566004
Ahmedabad,India,1724,248.68,India,Ahmedabad - India,254.36,23.039568,72.566004
Ahmedabad,India,1725,243,India,Ahmedabad - India,248.68,23.039568,72.566004
Ahmedabad,India,1726,237.32,India,Ahmedabad - India,243,23.039568,72.566004
Ahmedabad,India,1727,231.64,India,Ahmedabad - India,237.32,23.039568,72.566004
Ahmedabad,India,1728,225.96,India,Ahmedabad - India,231.64,23.039568,72.566004
Ahmedabad,India,1729,220.28,India,Ahmedabad - India,225.96,23.039568,72.566004
Amsterdam,Europe,1684,203.666666666667,Netherlands,Amsterdam - Netherlands,203.666666666667,52.37403,4.88969
Amsterdam,Europe,1685,212,Netherlands,Amsterdam - Netherlands,203.666666666667,52.37403,4.88969
Amsterdam,Europe,1686,211.866666666667,Netherlands,Amsterdam - Netherlands,212,52.37403,4.88969
Amsterdam,Europe,1687,211.733333333333,Netherlands,Amsterdam - Netherlands,211.866666666667,52.37403,4.88969
Amsterdam,Europe,1688,211.6,Netherlands,Amsterdam - Netherlands,211.733333333333,52.37403,4.88969
Amsterdam,Europe,1689,211.466666666667,Netherlands,Amsterdam - Netherlands,211.6,52.37403,4.88969
Amsterdam,Europe,1690,211.333333333333,Netherlands,Amsterdam - Netherlands,211.466666666667,52.37403,4.88969
Amsterdam,Europe,1691,211.2,Netherlands,Amsterdam - Netherlands,211.333333333333,52.37403,4.88969
Amsterdam,Europe,1692,211.066666666667,Netherlands,Amsterdam - Netherlands,211.2,52.37403,4.88969
Amsterdam,Europe,1693,210.933333333333,Netherlands,Amsterdam - Netherlands,211.066666666667,52.37403,4.88969
Amsterdam,Europe,1694,210.8,Netherlands,Amsterdam - Netherlands,210.933333333333,52.37403,4.88969
Amsterdam,Europe,1695,210.666666666667,Netherlands,Amsterdam - Netherlands,210.8,52.37403,4.88969
Amsterdam,Europe,1730,215.4,Netherlands,Amsterdam - Netherlands,210.666666666667,52.37403,4.88969
Amsterdam,Europe,1731,215.58,Netherlands,Amsterdam - Netherlands,215.4,52.37403,4.88969
Amsterdam,Europe,1732,215.76,Netherlands,Amsterdam - Netherlands,215.58,52.37403,4.88969
Amsterdam,Europe,1733,215.94,Netherlands,Amsterdam - Netherlands,215.76,52.37403,4.88969
Amsterdam,Europe,1734,216.12,Netherlands,Amsterdam - Netherlands,215.94,52.37403,4.88969
Amsterdam,Europe,1735,216.3,Netherlands,Amsterdam - Netherlands,216.12,52.37403,4.88969
Amsterdam,Europe,1736,216.48,Netherlands,Amsterdam - Netherlands,216.3,52.37403,4.88969
Amsterdam,Europe,1737,216.66,Netherlands,Amsterdam - Netherlands,216.48,52.37403,4.88969
Amsterdam,Europe,1738,216.84,Netherlands,Amsterdam - Netherlands,216.66,52.37403,4.88969
Amsterdam,Europe,1739,217.02,Netherlands,Amsterdam - Netherlands,216.84,52.37403,4.88969
Amsterdam,Europe,1740,217.2,Netherlands,Amsterdam - Netherlands,217.02,52.37403,4.88969
Amsterdam,Europe,1741,217.38,Netherlands,Amsterdam - Netherlands,217.2,52.37403,4.88969
Amsterdam,Europe,1742,217.56,Netherlands,Amsterdam - Netherlands,217.38,52.37403,4.88969
Amsterdam,Europe,1743,217.74,Netherlands,Amsterdam - Netherlands,217.56,52.37403,4.88969
Amsterdam,Europe,1744,217.92,Netherlands,Amsterdam - Netherlands,217.74,52.37403,4.88969
Amsterdam,Europe,1745,218.1,Netherlands,Amsterdam - Netherlands,217.92,52.37403,4.88969
Amsterdam,Europe,1746,218.28,Netherlands,Amsterdam - Netherlands,218.1,52.37403,4.88969
Amsterdam,Europe,1747,218.46,Netherlands,Amsterdam - Netherlands,218.28,52.37403,4.88969
Amsterdam,Europe,1748,218.64,Netherlands,Amsterdam - Netherlands,218.46,52.37403,4.88969
Amsterdam,Europe,1749,218.82,Netherlands,Amsterdam - Netherlands,218.64,52.37403,4.88969
Amsterdam,Europe,1750,219,Netherlands,Amsterdam - Netherlands,218.82,52.37403,4.88969
Amsterdam,Europe,1751,218.956088888889,Netherlands,Amsterdam - Netherlands,219,52.37403,4.88969
Amsterdam,Europe,1752,218.912177777778,Netherlands,Amsterdam - Netherlands,218.956088888889,52.37403,4.88969
Amsterdam,Europe,1753,218.868266666667,Netherlands,Amsterdam - Netherlands,218.912177777778,52.37403,4.88969
Amsterdam,Europe,1754,218.824355555556,Netherlands,Amsterdam - Netherlands,218.868266666667,52.37403,4.88969
Amsterdam,Europe,1755,218.780444444444,Netherlands,Amsterdam - Netherlands,218.824355555556,52.37403,4.88969
Amsterdam,Europe,1756,218.736533333333,Netherlands,Amsterdam - Netherlands,218.780444444444,52.37403,4.88969
Amsterdam,Europe,1757,218.692622222222,Netherlands,Amsterdam - Netherlands,218.736533333333,52.37403,4.88969
Amsterdam,Europe,1758,218.648711111111,Netherlands,Amsterdam - Netherlands,218.692622222222,52.37403,4.88969
Amsterdam,Europe,1759,218.6048,Netherlands,Amsterdam - Netherlands,218.648711111111,52.37403,4.88969
Amsterdam,Europe,1760,218.560888888889,Netherlands,Amsterdam - Netherlands,218.6048,52.37403,4.88969
Amsterdam,Europe,1761,218.516977777778,Netherlands,Amsterdam - Netherlands,218.560888888889,52.37403,4.88969
Amsterdam,Europe,1762,218.473066666667,Netherlands,Amsterdam - Netherlands,218.516977777778,52.37403,4.88969
Amsterdam,Europe,1763,218.429155555556,Netherlands,Amsterdam - Netherlands,218.473066666667,52.37403,4.88969
Amsterdam,Europe,1764,218.385244444444,Netherlands,Amsterdam - Netherlands,218.429155555556,52.37403,4.88969
Amsterdam,Europe,1765,218.341333333333,Netherlands,Amsterdam - Netherlands,218.385244444444,52.37403,4.88969
Amsterdam,Europe,1766,218.297422222222,Netherlands,Amsterdam - Netherlands,218.341333333333,52.37403,4.88969
Amsterdam,Europe,1767,218.253511111111,Netherlands,Amsterdam - Netherlands,218.297422222222,52.37403,4.88969
Amsterdam,Europe,1768,218.2096,Netherlands,Amsterdam - Netherlands,218.253511111111,52.37403,4.88969
Amsterdam,Europe,1769,218.165688888889,Netherlands,Amsterdam - Netherlands,218.2096,52.37403,4.88969
Amsterdam,Europe,1770,218.121777777778,Netherlands,Amsterdam - Netherlands,218.165688888889,52.37403,4.88969
Amsterdam,Europe,1771,218.077866666667,Netherlands,Amsterdam - Netherlands,218.121777777778,52.37403,4.88969
Amsterdam,Europe,1772,218.033955555556,Netherlands,Amsterdam - Netherlands,218.077866666667,52.37403,4.88969
Amsterdam,Europe,1773,217.990044444444,Netherlands,Amsterdam - Netherlands,218.033955555556,52.37403,4.88969
Amsterdam,Europe,1774,217.946133333333,Netherlands,Amsterdam - Netherlands,217.990044444444,52.37403,4.88969
Amsterdam,Europe,1775,217.902222222222,Netherlands,Amsterdam - Netherlands,217.946133333333,52.37403,4.88969
Amsterdam,Europe,1776,217.858311111111,Netherlands,Amsterdam - Netherlands,217.902222222222,52.37403,4.88969
Amsterdam,Europe,1777,217.8144,Netherlands,Amsterdam - Netherlands,217.858311111111,52.37403,4.88969
Amsterdam,Europe,1778,217.770488888889,Netherlands,Amsterdam - Netherlands,217.8144,52.37403,4.88969
Amsterdam,Europe,1779,217.726577777778,Netherlands,Amsterdam - Netherlands,217.770488888889,52.37403,4.88969
Amsterdam,Europe,1780,217.682666666667,Netherlands,Amsterdam - Netherlands,217.726577777778,52.37403,4.88969
Amsterdam,Europe,1781,217.638755555556,Netherlands,Amsterdam - Netherlands,217.682666666667,52.37403,4.88969
Ayutthaya,Asia,1550,150,Thailand,Ayutthaya - Thailand,150,14.35,100.55
Beijing,Asia,1500,672,China,Beijing - China,672,39.9075,116.39723
Beijing,Asia,1501,672.36,China,Beijing - China,672,39.9075,116.39723
Beijing,Asia,1502,672.72,China,Beijing - China,672.36,39.9075,116.39723
Beijing,Asia,1503,673.08,China,Beijing - China,672.72,39.9075,116.39723
Beijing,Asia,1504,673.44,China,Beijing - China,673.08,39.9075,116.39723
Beijing,Asia,1505,673.8,China,Beijing - China,673.44,39.9075,116.39723
Beijing,Asia,1506,674.16,China,Beijing - China,673.8,39.9075,116.39723
Beijing,Asia,1507,674.52,China,Beijing - China,674.16,39.9075,116.39723
Beijing,Asia,1508,674.88,China,Beijing - China,674.52,39.9075,116.39723
Beijing,Asia,1509,675.24,China,Beijing - China,674.88,39.9075,116.39723
Beijing,Asia,1510,675.6,China,Beijing - China,675.24,39.9075,116.39723
Beijing,Asia,1511,675.96,China,Beijing - China,675.6,39.9075,116.39723
Beijing,Asia,1512,676.32,China,Beijing - China,675.96,39.9075,116.39723
Beijing,Asia,1513,676.68,China,Beijing - China,676.32,39.9075,116.39723
Beijing,Asia,1514,677.04,China,Beijing - China,676.68,39.9075,116.39723
Beijing,Asia,1515,677.4,China,Beijing - China,677.04,39.9075,116.39723
Beijing,Asia,1516,677.76,China,Beijing - China,677.4,39.9075,116.39723
Beijing,Asia,1517,678.12,China,Beijing - China,677.76,39.9075,116.39723
Beijing,Asia,1518,678.48,China,Beijing - China,678.12,39.9075,116.39723
Beijing,Asia,1519,678.84,China,Beijing - China,678.48,39.9075,116.39723
Beijing,Asia,1520,679.2,China,Beijing - China,678.84,39.9075,116.39723
Beijing,Asia,1521,679.56,China,Beijing - China,679.2,39.9075,116.39723
Beijing,Asia,1522,679.92,China,Beijing - China,679.56,39.9075,116.39723
Beijing,Asia,1523,680.28,China,Beijing - China,679.92,39.9075,116.39723
Beijing,Asia,1524,680.64,China,Beijing - China,680.28,39.9075,116.39723
Beijing,Asia,1525,681,China,Beijing - China,680.64,39.9075,116.39723
Beijing,Asia,1526,681.36,China,Beijing - China,681,39.9075,116.39723
Beijing,Asia,1527,681.72,China,Beijing - China,681.36,39.9075,116.39723
Beijing,Asia,1528,682.08,China,Beijing - China,681.72,39.9075,116.39723
Beijing,Asia,1529,682.44,China,Beijing - China,682.08,39.9075,116.39723
Beijing,Asia,1530,682.8,China,Beijing - China,682.44,39.9075,116.39723
Beijing,Asia,1531,683.16,China,Beijing - China,682.8,39.9075,116.39723
Beijing,Asia,1532,683.52,China,Beijing - China,683.16,39.9075,116.39723
Beijing,Asia,1533,683.88,China,Beijing - China,683.52,39.9075,116.39723
Beijing,Asia,1534,684.24,China,Beijing - China,683.88,39.9075,116.39723
Beijing,Asia,1535,684.6,China,Beijing - China,684.24,39.9075,116.39723
Beijing,Asia,1536,684.96,China,Beijing - China,684.6,39.9075,116.39723
Beijing,Asia,1537,685.32,China,Beijing - China,684.96,39.9075,116.39723
Beijing,Asia,1538,685.68,China,Beijing - China,685.32,39.9075,116.39723
Beijing,Asia,1539,686.04,China,Beijing - China,685.68,39.9075,116.39723
Beijing,Asia,1540,686.4,China,Beijing - China,686.04,39.9075,116.39723
Beijing,Asia,1541,686.76,China,Beijing - China,686.4,39.9075,116.39723
Beijing,Asia,1542,687.12,China,Beijing - China,686.76,39.9075,116.39723
Beijing,Asia,1543,687.48,China,Beijing - China,687.12,39.9075,116.39723
Beijing,Asia,1544,687.84,China,Beijing - China,687.48,39.9075,116.39723
Beijing,Asia,1545,688.2,China,Beijing - China,687.84,39.9075,116.39723
Beijing,Asia,1546,688.56,China,Beijing - China,688.2,39.9075,116.39723
Beijing,Asia,1547,688.92,China,Beijing - China,688.56,39.9075,116.39723
Beijing,Asia,1548,689.28,China,Beijing - China,688.92,39.9075,116.39723
Beijing,Asia,1549,689.64,China,Beijing - China,689.28,39.9075,116.39723
Beijing,Asia,1550,690,China,Beijing - China,689.64,39.9075,116.39723
Beijing,Asia,1551,690.64,China,Beijing - China,690,39.9075,116.39723
Beijing,Asia,1552,691.28,China,Beijing - China,690.64,39.9075,116.39723
Beijing,Asia,1553,691.92,China,Beijing - China,691.28,39.9075,116.39723
