Date,Open,High,Low,Close,Volume,Adj Close
2010-02-12,66129.00,66133.00,65123.00,65855.00,873200,65855.00
2010-02-11,65050.00,66145.00,64344.00,66129.00,1259000,66129.00
2010-02-10,64721.00,65170.00,64320.00,65051.00,891000,65051.00
2010-02-09,63164.00,65526.00,63164.00,64718.00,1357400,64718.00
2010-02-08,62760.00,63923.00,62728.00,63153.00,1875600,63153.00
2010-02-05,63934.00,64001.00,61341.00,62763.00,3053000,62763.00
2010-02-04,67100.00,67100.00,63750.00,63934.00,2262400,63934.00
2010-02-03,67163.00,67347.00,66774.00,67109.00,1765000,67109.00
2010-02-02,66589.00,67321.00,66539.00,67163.00,1587800,67163.00
2010-02-01,65402.00,66763.00,65362.00,66572.00,1494400,66572.00
2010-01-29,65591.00,66576.00,65140.00,65402.00,1823200,65402.00
2010-01-28,65071.00,66049.00,64541.00,65588.00,1649400,65588.00
2010-01-27,65527.00,65663.00,64553.00,65070.00,1813600,65070.00
2010-01-26,66213.00,66213.00,64719.00,65524.00,1990400,65524.00
2010-01-22,66264.00,66660.00,65445.00,66220.00,1305000,66220.00
2010-01-21,68200.00,68458.00,65996.00,66270.00,2263800,66270.00
2010-01-20,69901.00,69901.00,67546.00,68200.00,1990600,68200.00
2010-01-19,69396.00,70036.00,68867.00,69909.00,1323400,69909.00
2010-01-18,68983.00,69748.00,68983.00,69401.00,1139000,69401.00
2010-01-15,69780.00,69788.00,68695.00,68978.00,1648400,68978.00
2010-01-14,70377.00,70508.00,69661.00,69801.00,1830200,69801.00
2010-01-13,70081.00,70626.00,69535.00,70385.00,1818800,70385.00
2010-01-12,70429.00,70429.00,69284.00,70076.00,1628600,70076.00
2010-01-11,70267.00,71068.00,70158.00,70433.00,1569000,70433.00
2010-01-08,70455.00,70766.00,70158.00,70263.00,1634400,70263.00
2010-01-07,70723.00,70723.00,70045.00,70451.00,1555000,70451.00
2010-01-06,70237.00,70937.00,70016.00,70729.00,2243600,70729.00
2010-01-05,70046.00,70595.00,69928.00,70240.00,1984200,70240.00
2010-01-04,68587.00,70081.00,68587.00,70045.00,1655400,70045.00
2009-12-30,68277.00,68588.00,67749.00,68588.00,1182200,68588.00
